name,class,description
Palo Alto People Helping People Meetup,1,"We are all caught up every day working hard and making money. We should take some time out giving back to the society, and to the world we live in. I have a vision where i want to work with like minded folks in opening schools for the poorest and eventually build a community world wide. They say start small, so that is what i am trying to do. This meet up is to find like minded people who would want to part of this journey. Lets do something worth it which makes us feel good from within and lead a meaningful life along the way."
Get Me Out of the House! (South Bay),1,"There are nearly two million people in the South Bay, and yet it can be incredibly hard to meet new friends. One of the easiest ways to meet people is through common interests, and this group aims to provide a wide variety of activities with the goal of allowing people to get to meet and hopefully become friends while doing interesting and fun things.
Get Me Out of the House! differs from other activity groups in that there are no restrictions on age or type of activity, it is not a dating group, and it will include events during normal work hours. Also, while the organizer will propose events, it is not meant to be ""organizer-run"". If you have something you want to do, propose it and we'll make it happen!
Do you work from home or are a stay-at-home parent and miss having adult social interaction during the day? Maybe you just don't have anything planned for Friday night and need a kick to get out of the house and do something fun? Do you want to meet new people and form lasting friendships? Then this group is for you! Please join and help make this group a success for all of us.
Some examples of activities we may do include taking walks or going hiking, visiting museums, taking dance lessons, seeing a movie, or hosting a games night at someone's house. But these are only suggestions - let us know what you'd like to do!"
SF Dads Group,1,"Meet other San Francisco Bay Area dads! Stay-At-Home Dads, working dads, part-time at home dads, work from home dads, freelance dads, and involved fathers in and around the SF Bay Area to socialize and interact with other guys who enjoy spending quality time with their kids.
Our primary goal is to form an inclusive & active community of all fathers to take advantage of what the Bay Area has to offer. Organized meet up events are offered several times per week at a local park/playground, museum, playgym, children's venue, parent & me class, zoo, restaurant, or someone's playroom/living room. We aim to schedule and promote evening events as well without our children for a dads night out or educational workshops.
There are not enough resources, social outlets, support groups, or services for dads in San Francisco. This group is the pioneer in achieving more for dads in San Francisco and the surrounding Bay Area.
Additionally, check out our BLOG SITE to read about PLAYGROUP EXPERIENCES, RELEVANT NEWS, News articles, EVENTS, RESEARCH, WORK-LIFE BALANCE & MORE from a diverse group of dad voices: 
Join us on Facebook: 
Join us on Twitter: 
Join us on Instagram: "
Peninsula Homeschoolers,1,"The purpose of Peninsula Homeschoolers is to provide an opportunity for homeschooling families living in the San Francisco Peninsula to socialize through different group activities, such as bowling, fishing, ice skating, game night, museum visits, and more, and to have access to affordable educational and enrichment opportunities designed specifically for homeschoolers, such as occasional art workshops, class offerings, kids/parents night out, etc... The group is open to homeschoolers (and those interested in homeschooling) ages 5-15. Member participation in the planning of events and activities is encouraged. Suggestions are welcome! Join our group, and let's get to know eachother and make lasting friendships!!! "
High Choices,1,"Collective of creators focused on art, healthy living, and personal devlovpment"
Coyote Grange Community Activities South SJ,1,"We are a community organization combining interests in agriculture, children's education, community support, and fun family activities. We are centered around the historic Coyote Grange Hall in the South San Jose neighborhood of Coyote (Monterey Road north of Bailey Ave.) which provides a welcoming place for many interests. We have kids after school, homeschooling and summer activities, Maker Camps, various clubs and interest groups, rentals for family parties and small events, Community Fun days, outreach, craft fairs, and any other activity ideas our members would like to champion. Come join us and we'll plan some fun stuff! This club can be whatever we build it to be. More about the organization and hall here: "
Working Body Community Dance & Choreography Workshop- Free!,1,"Each Season, The Working Body hosts a free Community Dance workshop where you will learn the choreography of spectacular seasonal dances! These workshops are filled with movement, creativity and community! All levels are welcome! Classes are taught at the beginner level and you can adjust your skill from there. These classes are free!  
At our first dance workshop, 30 zombies learned the THRILLER dance to celebrate Halloween! Join us in December to learn ""Santa Baby,"" in January to learn ""Matrix"" Combat Choreography, and in February to to ""LOVE"" ('L is for the way to Look at me'). 
Sign up for classes in advance via "
20s & early 30s Couples Meet Up,1,"Any couple looking to be active, have fun, food, drinks, music, art, outdoor activity, indoor activityOpen, friendly & eager to meet new people :)"
Adjusting to Motherhood Support Group,1,"Did you know that Postpartum Depression and Anxiety is the number one complication of childbirth?  We welcome women who find the challenges of pregnancy and motherhood to be different than they expected, those who are surprised at the complexity of their experience and want a safe place to think out loud and to learn more about this unique time of life. 
Adjusting to Motherhood meets every Thursday at 10am-11.30am at Family Tree Wellness, 431 Monterey Ave, Suite 7, Los Gatos, CA
AND on the first Wednesday of the month from 7-8.30pm at Tiny Tots, 138 Railway Ave, Campbell.
We offer a safe, confidential place to share the highs and lows of pregnancy and new motherhood. We provide tea, coffee, water and snacks and parking is free. Babies up to about 8 months are welcome to join.
This free group is confidential and is facilitated by Jamie Van Zanen LCSW and Rebecca Geshuri MFT Intern.  Please contact Cheryl (cheryl@supportingmamas.org or (408) 475 4408) with any questions."
Pit Bull Owners and Their Friends,1,"This group is for all Pit Bull and other bully breed owners in the East Bay. We will host organized walks where we can show off how amazing these dogs truly are! All dogs are welcome, including dogs with some social issues. This is a great way to work on socializing your dog in a controlled and safe manner. UNLESS NOTED OTHERWISE IN THE EVENT DETAILS...all dogs must be on a leash (no retractable leashes or long lines). All prong collars must be backed up. Everyone will be respectful of each others pets and avoid leash greeting your dog(s) without asking owner's permission. 
This is a non-judgmental environment where all levels of socialized dogs are welcomed. This is a great way to meet other Pit Bull owners and to make new friends!  
Even if you do not own a Pit Bull, but you believe in re-establishing this breeds reputation as the all American family dog that it truly is, PLEASE join us!  We love to see owners with different breeds of dogs who still support the block headed dogs we all love."
Puppy Run and Walk,1,Anyone with K-9 friends or k-9 lovers can come and join in on the fun. We're an active group of puppy and dog lovers. We enjoy and welcome those who want to take their furry friends on social runs and walks.
Roseville Puppy Play Meetup,1,Anyone with vaccinated puppies (8 weeks - 16 weeks old) who want to start socialization and share training tips. Documentation of vaccinations will be needed prior to introducing new puppies. Looking for places to meet..ideas include fencing off safe backyards and open areas
Santa Clara County Libertarian Party,1,"We are actively involved in addressing local resolutions, participating in our community with philanthropic efforts, and support Libertarian candidates running for offices that effect our region.  This is the official MeetUp page for the Santa Clara County Libertarian Party.  We welcome everyone interested in Libertarian issues, libertarian views, and current local politics to join us at our events. We offer a friendly environment where we encourage thoughtful and respectful discussions and debates. "
SFDebate Political Discussion Meetup,1,"The SF Debate Meetup is an open forum for discussion on the events of our time. We have three goals UNDERSTAND OTHER POINTS OF VIEW With so much news available to us, it is easy to fall into the trap of relying on sources that simply support and reinforce our own limited beliefs. The SF Debate Meetup is a chance for you to expand your perspectives and understanding. We believe that when opinions are discussed in public,  our critical faculties are sharpened as we are exposed to diverse viewpoints that we may not have considered before.   DEVELOP YOUR PERSUASIVE SKILLS If you want to be able to convince others of your ideas; if you want to change the world we live in, SFdebate is the forum for you. Consider SFdebate to be a 'dojo' for persuasive speaking. It is a place where you will not only be exposed to opposing points of view, but a safe place where you will be encouraged to find and speak up for yours. HAVE FUN, MAKE FRIENDS SFDebate is also good fun. It is a meeting of minds, and we follow every meeting with drinks , a bite to eat, and some drunken debate at a nearby bar/restaurant. More info at "
Santa Cruz  Freedom Forum,1,"Santa Cruz Freedom Forum is a group of volunteers dedicated to providing an open forum for the discussion of current issues that may not be receiving adequate coverage in the mainstream media.
Freedom Forum is non-partisan, and not endorsed by nor does it endorse any political party. The topics of honest and effective government, sound monetary policies, an accountable foreign policy, are often at the table, as well as other aspects of politics that affect us all, whether it be on a local, national, or global level.
A most important part of our events is to provide a forum for people from all backgrounds to voice their concerns and opinions about different issues and network with others to take action. We believe that people can come together to unite on common issues of great importance rather than be divided by political party or minor issues.
Here is an example of unity across party lines on some big issues: 
Join us for a free presentation on the third Wednesday of the month. See the Calendar for upcoming events.
Topics discussed in the past (These are only a few!)

Smart Meters
Water Fluoridation
Genetically Modified Food
Corporate and Political Corruption
Local Politics, including red tags and fines
Agenda 21
Codex Alimentarius
SB510 (""Food Safety"" Bill threatening small farms)
And much, much more!

Facebook: 

"
The Libertarian Party of California,1,This is the Meetup group for the Libertarian Party of California. We'll use this group to announce activities sponsored or otherwise approved by the state Party. There are also local Libertarian Meetup/County Party groups that you can find on our state Party's website at .
Decriminalize Prostitution!,1,"We're a group of sex workers, clients, taxpayers, freedom lovers, and people from all walks of life working together to stop the immoral, wasteful, and futile practice of arresting and prosecuting consensual sexual acts. Thank you to everyone who helped work to pass Proposition K on the November 2008 ballot here in San Francisco to decriminalize prostitution! While we were unsuccessful this time, we did receive over 41% of the vote, and served notice once again that our movement is not going away. Next time, Liberty willing, we will win! In the meantime, the ongoing work of organizing the sex work community and supporting each other when we are targeted by government or public intolerance, bigotry, or greed for our justly acquired earnings continues... If you are new to this movement, some helpful additional information and resources can be found on the websites of the Prostitutes Education Network ( the Sex Workers Outreach Project (), Erotic Service Providers Union (), and Californians for Privacy ( Thank you for your interest and participation in this Meetup!"
Libertarian Party of Alameda County,1,"Meet Libertarians near you! Come to a local Libertarian Meetup to share your opinions on today's political climate and issues and learn how you can contribute to America's political future. Everyone interested in Libertarianism, agorism, voluntaryism or anarchism is welcome!"
Economic Round Table of San Francisco,1,"The Economic Round Table is composed of members from different sectors of the business community in San Francisco. We have been meeting weekly since 1940 to hear presentations about current issues in business, politics, law, etc. Although the focus of the group is on economic issues, topics are not limited to this field alone.
To become a member, attend three meetings and pay the annual dues of $200' which pays for a year's worth of coffee and pastry breakfasts."
San Francisco FRIENDS OF TIBET Meetup,1,"This is a group for anyone interested  the study, promotion of, have interest in, and actively preserving Tibetan culture in all its aspects; educate the general public in matters pertaining to Tibet and the Tibetan people; and to provide assistance to Tibetans. We  believe in universal human rights, social justice, human dignity and peace. The public is invited join us."
Berkeley Cannabis Distribution & Cultivation Action Group,1,"Medical cannabis patients, caregivers, suppliers, cultivators, bakers, extractors, other product producers, activists, community groups, attorneys, city staff, elected officials, healthcare professionals, and business owners, will meet to discuss local cannabis issues especially cultivation, delivery, dispensaries, collectives, improving the status quo, achieving the most benefit for patients and community.
Thank you for contacting the Berkeley Cannabis Action Group. We initiated and formed from the interest of 2 current Berkeley Medical Cannabis Commissioners and several local cannabis cultivators and business operators. Specifically, we are currently primarily interested in spurring a recalcitrant Berkeley Mayor and City Council to act this fall in approving a cultivation ordinance and a cultivation licensing process in the city of Berkeley. 
     FYI, the Berkeley Medical Cannabis Commission sent their recommended cultivation ordinance to the Mayor and BCC for review, approval and passage in March of 2015. Excuses given for the delay have been the lack of state legislation, which was indeed signed by Governor Brown in Oct. 2015! 
     Regarding the cultivation licensing process, the cannabis commission cultivation subcommittee will meet Monday Aug. 22, 3:30 pm, Berkeley Planning Center, at the corner of Milvia and Center. We hope then to finalize and recommend a process to the full medical cannabis commission for approval at their Sept. 8 meeting. With commission approval, the cultivation licensing process will be sent to the Mayor and BCC for their review and passage. 
     Upon medical cannabis commission cultivation licensing process recommendation, our Action Group then will meet to discuss possible strategy and tactics to persuade the Mayor and City Council to act in accordance with other jurisdictions (SF, Oakland, Richmond, Santa Cruz), who have all passed cultivation ordinances and licensing. Incidentally, we'll be reviewing the cultivation regulations of the fore-mentioned cities at the Aug. 22, cultivation subcommittee meeting.
    In the future and down the road, our Action Group will also lobby the Mayor and City Council regarding cannabis issues such as, delivery services, nurseries, state regulation and legalization. We likewise as well, encourage public participation and attention at Berkeley medical cannabis commission meetings. 

"
Open Forum : Philosophy and Politics Discussion,1,"An open and inclusive group for people varying stances to discuss philosophy, politics, current events, and more, in a not only civil, but mutually enjoyable manner. As I'm sure many of you have noticed, its rather difficult to find people to talk about these big ideas with, let alone in a productive manner. Its hard to get a number of people's schedules and preferences to line up, so this group is started with the intention of splinter cells forming within it based on common interests and availability."
DogPAC,1,"DogPAC of SF is a registered political action committee that focuses on the health and welfare of animals but primarily issues relating to dogs in the City & County of San Francisco and beyond.
Dog advocates are as diverse as the breeds and mutts they care for. But when it comes to caring for animals there is a passionate bond that unites people in a common movement to improve the quality of life with pets. The committee has been recognized as a vanguard in bringing about policies that benefit the larger pet population and the people who care for them.
DogPAC of SF advocates for the most pressing animal welfare issues that include greater access to housing for people with pets, shared use of parks and open space, and adequate City and County services to protect and treat animal populations. We have strong partnerships with animal shelters and rescues and with many organizations and community leaders who share a vision for animal welfare and responsible pet guardianship.
Considered one of the most pet-friendly cities, San Francisco alone has more than 150,000 dogs that are household members or waiting for an adoptive family. The entire SF Bay Area including visitor with their dogs far exceeds this many which warrants flexible policies to accommodate all.
Meetup at our events and help shape how recreation with our dogs needs to be!
"
Counterintuitive Thinking on Sustainable Growth,1,"Burned out by the presidential campaigns? Want to discuss problems we can actually solve today in Santa Cruz? If so, please join us for a lively panel discussion on the intersection of growth and housing and how to best manage it to keep Santa Cruz the great place it is today, for everyone."
Los Altos Local Politics Meetup,1,This is a group for anyone who wants to understand the new executive order an its implication on the immigration process.
Presidio Forum,1,"The Presidio Forum is an independent, bi-partisan community of innovation and policy leaders who advance understanding, dialogue and exchange among public policy makers and those who work along the frontlines of innovation."
Mission Peak Conservancy,1,"We support better access to public parks. We have seen several successes, in recent years. We spotlighted the need to reopen Vargas Plateau Regional Park, and expand park hours at Mission Peak. Trail erosion there has been minimized, through the installation of fences. We remove graffiti, attend public meetings of government agencies, pick up litter, and install dog dishes. 
We also advocate for linear parks and Class 1 paths,.such as the Alameda Creek Trail and the Iron Horse Trail. They separate bikes and pedestrians from automobiles, provide alternative to automobiles, decrease emissions of greenhouse gases, and support better health through exercise. "
Oakland Radical Educators Discussion & Reading Group,1,Oakland Radical Educators is for teachers/educators who are interested in discussing their experience in teaching. We will meet up once per/month to read about and discuss social justice education issues. We can also take time to explore local and state school policies that affect students and teachers in Oakland. You should come with your ideas for reading and discussion. Possible Discussion Topics:- Tension between capitalism and education- Segregation tactics by school districts/school boards- Effects of charter schools and privatization
January 20th Meeting - Endorsements for CA17 and AD24,1,"This meeting will be at a different location - Ponderosa Park Building - 811 Henderson Ave., Sunnyvale. The Sunnyvale Democratic Club January meeting will be the Endorsements for Congressional District 17 and State Assembly District 24. CA17 candidates are Ro Khanna (represented by Campaign Staffer Cooper Teboe) and Khanh Tranh, Alum Rock School District Board of Trustees. The AD24 candidate is Assembly Member Marc Berman. We will hear from the candidates, then there will be a discussion with Club members only followed by the endorsement votes. The results of this meeting will guide our three representatives to the CADEM Pre-endorsement meeting later in January.
The endorsement process can be found in our Club Bylaws and Standing Rules.
We will also hear a presentation from FairVote California on Ranked Choice voting. As always, meetings are free and open to the public."
Blue Wave for CA 04,1,"The place to find volunteer opportunities and events for Progressives, Resistors, and Democrats for California's 4th District. If you have an event or project that needs help, let me know and I can post your activity here."
GovernmentOS,1,"Anyone who pays local, state, and federal taxes are welcome to join."
Belmont Taxpayers Association,1,Let's keep tabs on the ever-encroaching Belmont Government and their ongoing plans to expand bloated government and cronyism at our expense. THERE IS STRENGTH IN NUMBERS.
The Contra Costa Libertarian Meetup,1,"Meet Libertarians near you! Come to a local Libertarian Meetingto share your opinions on today's political climate and issues and learn how you can contribute to America's political future. Everyone interested in libertarianism is welcome!
Please check the calendar for upcoming meetups. We generally meet at least once a month for our social and business meeting, plus other events.
 
"
Marin Libertarian Meetup Group,1,"Meet local libertarians from the incorporated cities of Belvedere, Corte Madera, Fairfax, Larkspur, Mill Valley, Novato, Ross, San Anselmo, San Rafael, Sausalito, and Tiburon plus the unincorporated parts of the county. Official Meetup Group for the Libertarian Party of Marin. For more information, go to "
Random Unfocused Group for Active Intellectual Singles,1,"Meet other singles who are intellectual yet physically active,
who have a wide range of interests including but not limited to
tea, coffee, food, drinks, conversation, politics, the arts,
nature, outdoor sports, travel, books, dating, and people in
general, and who are looking for ongoing friendship and
relationship as well as just hanging out with a cool bunch of
individuals. RUGFAINTS = Random Unfocused Group for Active
Intellectual Not Too-geeky Singles"
Santa Cruz Skeptics Without A Cause,1,"SWAC is a group that hosts informal social events designed to promote fellowship and social networking among skeptics, critical thinkers, and other like-minded individuals.
Like Skeptics in the Pub, we want to provide opportunities for skeptics and rationalists to talk and share ideas in a casual, relaxed atmosphere. And have fun while promoting skepticism, science, and rationality.
To protect privacy, this is a closed group where membership is requested and only members can see content and membership.
The group is ""Without A Cause"" to emphasize that informal, social nature of the group. Unlike many groups in Santa Cruz, SWAC's purpose does not include social or political activism of any sort.
We usually have one meetup a month, alternating between a Sunday brunch and a Thursday dinner gathering."
Foothills Progressives DELETED,1,"THIS MEETUP IS CANCELLED by the end of April, 2018. 
Open discussion is very valuable, especially these days. I encourage anyone to try their hand.
Steve K.
23 April 2018 

 
The purpose of the group is for intelligent conversations, sharing of ideas and creative stimulation. We meet once a month in a municipal park in Auburn, CA. The area has such a great bounty of recreational and natural beauty.
Who should join?   Tolerant open minds of all ages. We strongly encourage reality-based topics and ideas, that is those with a basis on objective evidence. In practice, our conversations often revolve around current events and topics. We especially welcome folks of a liberal persuasion who find it difficult to talk freely in their normal surroundings. Attending our MeetUp is a prerequisite for joining, in order to control our dues to the website. 
People who enjoy discussions about the arts, sustainable living, literature, liberal politics, our planet, travel, science and academics, and creative pursuits.
This is a secular group and we tend not to encourage theology. While networking is encouraged, shameless sales or self promoting is not welcome. "
Cannabis Society of California,1,"Welcome to the Cannabis Society of California. We are proud to be sponsors of the San Francisco chapter of the Brownie Mary Democratic Club.
You are cordially invited to attend the next meeting. We will meet on Wednesday, May 9th at 6:15 pm at 847 Howard Street (between 4th and 5th Streets) in downtown San Francisco. Anyone 18 or older is welcome to attend. 
We are delighted that Eaze will be the sponsor of this meeting. We will be having our second candidates forum. The candidates for Superior Court Judges, and representatives from some of the ballot propositions will be speaking. Please plan to arrive on time at 6:15 pm as we have a packed agenda.
New members are welcome to join. Annual dues are $20.
Check out the story in SF Weekly about the club:
Looking forward to seeing you on the 9th.
Regards,
David GoldmanPresident, San Francisco ChapterBrownie Mary Democratic Clubbrownie.marysf@gmail.comm: 415-728-7631"
History Reading Circle,1,"We read and discuss books that are rooted in or inspired by history in all its shapes and colors. Fiction and non-fiction, both scholarly and popular. Stories that re-create the past. Journalists who tell us ""what happened"". Interpreters who openly argue a point of view or seek to illuminate the present through the past.
There are also many opportunities to leave our armchairs for fun history-focused field trips to museums, walking tours, films, theater, author lectures, etc.
For our book discussions, we meet every 4 weeks or so in the East Bay or San Francisco. We discuss the reading and whatever else comes up when history buffs are in the same room. With your input, we explore different themes, countries, eras, and writers.
MEETUP HAS CHANGED THE PLATFORM AGAIN. YOU MAY FIND SOME OF THIS INFORMATION UNDER ""MORE"". OR NOT. I JUST DON'T KNOW. Pages (discussion guidelines, late cancellation and no-show policy, and frequently asked questions including how we select books), Discussions (where you can suggest books for us to read or post anything else relevant to our group) and More (where you will find quarterly polls to vote on our upcoming reading list).
Hope to see you soon!
Key search terms: History, literature, art, music, culture, film noir, silent film, travel, author lectures, non-fiction, fiction, read, learn, books, classics, ancient, medieval, europe, latin america, asia, middle east, san francisco, revolution, indigenious, geography, evolution, war, imperialism, religion, politics, social movements, ethnicity, language, feminist, populist, pulitzer, bestseller, museum, cafe, morning"
Sacramento Politics and Philosophy Group,1,"This is a group for those in the Sacramento area who like to discuss politics and philosophy. We have all had different experiences in life, but we always find that political issues are very relevant to our lives and we want to discuss these issues with others. These days, political discussions are sometimes constructive, but unfortunately they often become hostile when people with differing views are in the same room. It is important for us all to hear views other than our own from time to time, and there has to be a way to have honest, thoughtful discussions on issues important to our lives while keeping the discussion calm and polite. In this discussion group, we try to avoid being overly biased when presenting opinions and we will also work to avoid use of fallacies in making points. We expect that there will be differences of opinion, but as long as we keep a philosophical mindset these discussions should not descend into hostility. Many of us also like to discuss philosophical topics and we will have time for this as well and we will probably find that most philosophical concepts have real-world applications, including political. So this discussion group will hover between these two subjects, and we might even at times focus on other subjects as well."
Oakland Social Justice Books and Beer,1,"This is a group for anyone interested in building community while reading awesome books. We'll primarily be reading books with social justice themes, or books by authors who often get left out of mainstream book clubs. I started the group because I'm new to the Bay and want to meet other folks interested in building community through intentional dialogue. Beer, wine, or the beloved mimosa will always be an option at meet ups. Book club meetings will happen once a month, but once we get started, other fun non-book related events throughout the month are always welcome! People of any & all identities welcome. Only read part of the book? Come anyways and participate in the discussion, we all have something to say about the subjects!"
Community Democracy Project,1,"The Community Democracy Project (CDP) promotes active citizenship, community learning, and direct democracy by putting the people in charge of the budget. Our voter initiative will change the Oakland City Charter so that we the people decide how our tax money is spent."
Bay Area Professionals Speaking Turkish and Having Lunch,1,"This is a by invitation only group for san francisco bay area based professionals with roots in Turkey interested in social networking, talking innovation, sports and politics and having a monthly lunch."
SPARC (South Peninsula Area Republican Coalition) Meetup,1,"SPARC (the South Peninsula Area Republican Coalition) usually meets on the third Wednesday of each month at 6:00 p.m. at the Fremont Hills Country Club in Los Altos Hills. Our notable speakers have included Carly Fiorina, Jim Brulte, Neel Kashkari, Harmeet Dhillon, Tom Campbell and many others. Please feel welcome to learn more and register by going to www.sparc1.org."
Reading India,1,"This is a group for anyone interested in learning more about India through books and discussion. We can read fiction and non-fiction, scholarly and pulp, by Indians and by others, about India and the broader subcontinent.  Let's use our reading as a springboard for a lively and respectful conversation around a critical exploration of Indian culture, society and politics.
Join us on Facebook: 
NOTE: We charge $5/year in membership dues to only cover the cost of the Meetup fees for running the book club on their platform. If you don't want to use the Meetup platform, you can pay the organizers directly. If you can't afford the fees, simply send us a note and we'll waive them.
If we receive funds in excess of our Meetup fees, we will donate the remainder to Maitri, a local nonprofit that serves South Asian survivors of domestic violence. 
If you don't want to become a dues-paying member but want to stay in touch with our going-ons, join our public Facebook page: "
Silicon Valley Debate Club,1,"While some wish to smooth over division and conflict, our goal is to stir the pot and provoke acrimonious dialog. Toward that end we schedule debates on the most contentious topics of the day. We aim to create a safe space for intellectual belligerence and test ideas in the burning fires of a verbal cage fight. Please join us if you have the intellectual stamina."
Silicon Valley Asian Pacific American Democratic Club,1,"Our goals are to unify and empower the Asian Pacific American (APA) communities; ensure fair representation of the APA's interests; and educate and promote political participation.
Our activities include endorsing political candidates, organizing political events, and helping our endorsed candidates get elected! People from all backgrounds are welcome to attend our events!

Twitter: Facebook: "
Trump Sacramento,1,"Contact: Tony Andrade, Tony95683@netzero.net, 916-230-2123, Facebook. OUR MISSION is to support Donald J. Trump to be the 45th president of the USA, and make America Great Again! We will register new voters, pass out flyers, attend rallies, put up Trump signs, and distribute Buttons, Hats, T-Shirts, and Bumper Stickers. We will be meeting often. Donald Trump is the right choice for our country. We will focus on the issues and stress the positive. We will hang out with fellow Trump supporters interested in celebrating the only anti-establishment anti-globalist president elect who is not beholden to special interest groups or corporate America! We welcome diverse opinions. You certainly don't have to agree with 100% of Trump's policies to join this group. Anyone who is a Trump supporter, who has plenty of common sense and who are sick of the Liberal/Progressive/Socialists who want to Make America Great Again. Come join us! This Meetup group acts as an advocate, works independently, and is in no way affiliated with, authorized by, connected to, or directed by, the official Donald J. Trump for President, Inc."
Folsom Corporatists,1,"This meetup is for people who think that white civil rights are under attack, but don't believe that racism is the answer. Here we can meet and discuss the nature of ethnic corporatism in America, and how it might be made into a more positive force in society. As corporatists, we reject supremacy in all forms, e.g. race, class, religion, ideology, etc. Tyranny of the minority and tyranny of the majority are both tyrannies.
Sweden, Denmark and Germany are corporatist states. They apply corporatism to labor/business relations; Sweden in particular is known for a high degree of collaboration between capital and labor, to (great) mutual benefit, unlike the U.S.'s adversarial model. If the Swedes can resolve their economic conflicts peacefully and without hatred, surely we Americans can learn to approach our ethnic conflicts the same way.
The purpose of this group is to educate ourselves in how we might do that.  Meetups will be based around various topics and presentations will be made."
Cryptocurrency Conversations,1,"Join us to discuss the rapidly developing cryptocurrency marketplace and other topics surrounding this emergent marketplace. Whether you are completely new to cryptocurrencies and want to learn, are just dipping your toes into the market, or are trading coins left and right, feel free to share your interest with us. We'll discuss : The dynamic market place of cryptocurrency. What are current strategies are to maximize our gains. Blockchains. Smart contracts. The future effect of cryptocurrency on our society. The politics of currencies and banking in general. Etc."
Open Forum : Grass Valley Philosophy and Politics Discussion,1,"An open group for people of varying stances to discuss philosophy, politics, current events, and more, in a not only civil, but mutually enjoyable manner. As I'm sure many of you have noticed, its rather difficult to find people to talk about these big ideas with, let alone in a friendly and productive manner. Its hard to get a number of people's schedules and preferences to line up, so this group is started with the intention of splinter cells forming within it based on common interests and availability."
Delta Central Republican Women Federated,1,"We intend to enlighten our members seriously and enjoyably by presenting expert speakers on current topics. Spreading the word of empowerment, enlightenment and strength. We serve the Mountain House, Lathrop, Manteca, and Tracy area of Northern California.
Come to our monthly meetings, for guest speakers and candidates, political organizing, drinks, food, and discussion. We hope to see you soon!"
The Magic Money Tree Project,1,"What most people know about money is wrong and this is creating massive societal problems.  The goal of the Magic Money Tree Project is to build grassroots literacy of political economics (how political and economic systems interact).  We create, share, and disseminate educational tools and materials to build literacy on key societal issues.  We work on a grassroots level to understand the issues real people face in their daily lives. We help build understanding of how political and economic systems work in ways that are relevant and understandable to them.
This project's goal is not to promote a specifically liberal or conservative agenda.  Liberals and conservatives both contribute to society.  We count them among our friends, family, members of the community, countrymen, and fellows in humanity.  We can improve society by learning to understand people different from us because we all have shared interests and goals.
This project is also not directly concerned with party politics.  However, understanding political economy opens up new possibilities for policy and political action."
San Francisco Tech For Democrats,1,"""History is made by those who show up""
Here at Tech For Democrats we want to help democrats get elected all over the country by using technology to influence local voters. A small group of intelligent dedicated people can change the world.
We're looking for volunteers with experience in:
Marketing Social Media Marketing Copywriting Web Development Web Automation Graphic Design Search Engine Optimization Search Engine Marketing Photography"
rebootSF,1,"rebootSF is a grassroots movement for millennials to participate in civics and local government. Using technology and other social platforms to solve San Francisco's dire problems - homelessness, affordable housing, economic disparity, social justice, diversity and other issues that San Franciscans face every day."
TiE Silicon Valley,1,"TiE Silicon Valley is a not-for-profit group aimed at fostering entrepreneurship in the Bay Area. TiE operates out of 60 cities in 16 countries. Entrepreneurs, technologists, and tech-followers are encouraged to join!"
San Francisco QAnon Phenomena Meetup,1,"For the past 5 months, what is purported to be the most impactful intelligence drop to the public in history has been going down on the anonymous bulletin boards. Q has done over 1000 drops. You can see them at . There has always been a question for some as to whether Q is real or a LARP. Let's get together at talk about the Anon Phenomena and its implications for us locally, the United States, and the planet."
Democratic Club of Sunnyvale,1,"The Democratic Club of Sunnyvale seeks to be an active and welcoming group that promotes progressive, Democratic values and positions. We provide a welcoming group for those in the Sunnyvale, CA, area to meet and promote Democratic causes. Join us to meet other people in this major Silicon Valley city where you can make the most use of your Democratic ideas and energy! Check out our website at ."
Golden Gate Liberty r3VOLution - San Francisco,1,"We are the Golden Gate Liberty r3VOLution Meetup!
The mission of the Golden Gate Liberty rEVOLution is to be a gateway for individuals to promote and defend liberty and justice through education, political action, collaboration and voluntarism in the San Francisco Bay Area and beyond.
Please join us at our regular meetings, at our events, and please contact us if you would like our help with a pro-liberty candidate or issue. Welcome!"
Loma Prieta Chapter of the Sierra Club,1,"The Sierra Club Loma Prieta Chapter serves San Benito, San Mateo & Santa Clara Counties, California.
Our Chapter offers hikes and outdoor recreation for people of all ages. Please see our other MeetUp groups for specific recreation groups: hiking, paddling, ski touring, peak climbing, SierraSingles, Singleaires. For the most complete list, see our Chapter Calendar at 
This MeetUp group is primarily for our activities that advocate for policies to protect our natural environment, support environmental candidates for public office, and provide opportunities for people who want to develop leadership skills to give back to the community and help the environment. For a more complete list of ways you can become involved, see our Chapter website at  and check-out Who We Are and What We Do."
American Cetacean Society - San Francisco Chapter,1,"The San Francisco Chapter of the American Cetacean Society (ACS) supports the mission, vision, and values of the national organization: to protect whales, dolphins, porpoises, and their habitats through public education, research grants, and conservation actions.
Whales, dolphins, and porpoises face more challenges today than at any other time in history. More than ever before, we must explore innovative, strategic ways to ensure the protection, safety, and welfare of cetaceans, and restore the health and biodiversity of wild marine and riverine habitats.
Together, we can protect cetaceans and their habitats in ways that restore ecosystem health, and in doing so, secure hope for humankind.
ACS recognizes that mission success will only be possible in cooperation and collaboration with key partners. We value and commit to creating and maintaining effective partnerships with key non-governmental, intergovernmental, and non-profit organizations, local whale watching operators, government and private entities, and academic institutions whose missions intersect with our own.
Please join the national organization at "
