name,class,description
"Women Who Dine, Drink, and Curse",1,"If you're a woman who is interested in making new friends and you have a relaxed attitude, join us! The plan is to have frequent and varied events so there is always something on the agenda. Dinners, brunch, scenic walks, festivals, happy hour--we'll try to find interesting and fun things to do.
I hate to start out with a rules list but in attending other meet-ups, I think it's important to set expectations. The best Meet Up group I was involved in only allowed 100 members and kept a waitlist of prospects. The administrator set up basic rules at the very beginning. Long lasting friendships resulted from that group and I'd love to see the same thing here. 
So, these are the ""rules""
1. If you sign up and are inactive for 2 months, you're automatically removed. If you're going out of town or will be inactive but want to remain involved, just shoot us an email and we'll keep you active.
2. If you RSVP and then are a no show twice, you're removed. 
3. We'll cap the group at 100. Please, if you join, look around and decide this isn't for you, leave the group so there's room for someone else. 
4. The yearly fee for membership is $5.00. It costs $15 per month to keep the group active. Once that is paid for, the remaining fees will be used however the group sees fit--a party or perhaps a holiday donation to a charity. Meet Up no longer allows us to accept fees through the group so we request that you either pay $5 at your first meet up or use PayPal.
5. You are welcome to attend the first event on us, if you want to continue, please pay the fee. If you attend an event and then we don't hear from you, we'll remove you so someone else can join.
6. We won't accept members who don't have a photo of themselves in their bio. We want to be able to recognize you at meet ups. It also cuts down on people who spam huge numbers of groups.
7. We won't accept members who do not live in the area. 
8. We won't accept members who don't have a personal profile picture. We want to be able to recognize you at events and to know you are a real person.
Finally, if you are interested in organizing events and setting up meet-ups, please let us know. It is really helpful to have several active organizers putting in events. It's also a great opportunity to find people who like to do the things you like to do! 
Input is appreciated. If you have suggestions for the group, we want to hear them so don't be shy.
Thank you."
Lunch lounge and launch,1,Women who are interested in creating friendships with other women in the areaAt our first meeting we can determine what our interests are
Flowering Hope's Hiking for Hope,1,"Do you like to hike with a purpose? Every time your join Hiking for Hope you will be helping to support women and girls!
I will be leading a number of hikes over the next 8 weeks. I am asking for a $10 donation - All proceeds go towards Flowering Hope's Survivor Hikes and our summer education Female Youth Hiking and Health program, which are provided free to participants. You can learn more on our website at www.floweringhope.org. 
 "
Marin Women at Work,1,"This is a networking referral group for female entrepreneurs that want to connect with and support other women in business. If you are interested in meeting dynamic, smart, fun spirited women this is a group for you. Membership is not mandatory to attend our events."
Supergirls SF,1,"Community for curious, active, open women, interested in health and wellness:)
Mission - motivate women to take care of themselves and find a life outside of work.
 
 "
Women getting Social with Wine in Auburn,1,"This Group of Women Loves to be Social, and Social with Wine!  We love to meet other Business Professional Women who enjoy Networking, Eating, Drinking, Laughing, and having fun!  Get out and go to Happy Hour, a Paint Party, or a Wine Tasting, maybe go to a Bunco night!  Meet other Women in Auburn who have Energy and would like to meet others over a Pint of Ale or a Glass of Wine!  Enjoy Life, but Enjoy it with others!
"
Concord Women's Business Networking Meetup,1,"Professional Woman's Networking Group (PWNG) is starting a new group in Concord-Martinez, which is a business referral group of ladies, whose goal is to help each other grow our business. Each industry will be represented by one woman and we will meet twice a month at B. J.'s at the Sunvalley Mall. The meeting is the first and third Wednesday every month, and our first meeting will be June 21rst, at 8:45 a.m. to socialize/network ... the actual meeting is from 9:00-10:00. We will also be choosing and contributing to a charity, from our social gatherings, raffles, etc. Once you come twice and fill out the application, you will be able to join, if your industry is open. We really want a fun group of woman, who enjoy each other, want to help each other and the community!!"
"Polka Dot Powerhouse Pleasanton, CA",1,"Polka Dot POWERHOUSE s a unique connections group. It is all about posItive relationship building, camaraderie, and encouraging and pushing each other to be our best is all aspect of business and life. There is a huge array of forward thinking, action driven women in Polka Dot POWERHOUSE, we have 59 chapters all over the United States and Canada, and we are starting a chapter in Pleasanton CA. Come join us and be a founding member of this AMAZING Chapter, and let's network together, build our businesses together, and form lasting friendships where we push each other to the next level.
Check out the upcoming events to get more information on attending and becoming a founding member."
Mentor Leaders,1,"Mentor Leaders seeks to connect people building mentorship programs with experts, coaches, mentors, and each other. We want to take each program and community out of its individual silos for greater knowledge-sharing and better programs. Mentor Leaders is for those who believe in the importance of paying it forward and building safe a community and relationships around learning and growth. Whether you are building an internal mentorship matching program for an ERG within your company, have run a mentorship program for entrepreneurs in your meetup group, or want to build a youth mentorship program for your students. We want to invite you to join this discussion."
Walnut Creek Women in Legal Meetup,1,This is a group for women working in any aspect of the legal/legal technology industry to get together in the East Bay. As a relative newby to California I'm looking forward to meeting other women in the area and sharing our experiences.
East Bay Endo Sisters,1,"Welcome! I started this group as a support for others experiencing endometriosis and its impact on our physical health, emotional well-being, family, social life, career, and for many of us, our fertility. My vision for this group is to provide in-person and online support for all things endo, as well as a group to have fun with! So, not a support group, but a supportive group!
I am open to rotating in-person hangout locations in order to be inclusive of fellow endo sisters/warrior throughout the Bay Area. If you're new, please send me a message with some cities you're willing to travel to and some good days/times for meetups!
Since endo can cause chronic pain and bad flare-ups, we're understanding if you have to cancel a hangout. Unfortunately that can be life with endo sometimes! If you need to cancel, please be courteous and change your RSVP as soon as possible just so no one is stuck out somewhere by themselves. You can also send a text to the organizer to try to let everyone know. Other than that, welcome and we look forwarding to meeting you!"
Goddess Queen Getaways,1,A women's retreat to come Slow Dance your body in to rejuvenation and reverence Experience your own natural intuition And release false evidence appearing real. Connect with women and build a sisterhood
Women Who Biz,1,"Attention Biz Women!!!
Calling all WOMENFOLK - working in Silicon Valley or Silicon Valley Techmakers or Small business owners or Future Tech Entrepreneurs or Future Business Geek or Undergraduate and Graduate students wanting to make it in SILICON VALLEY or Just a  Curious Case ...... 
Join us in our meeting where all kindred women souls gather together to boost, motivate,create,mentor or just chat about BIZ- BUSINESS. We get right down to the real deal - How to make it big in Silicon Valley in BIZ. Bring in your sister,mother,aunts,co-worker,boss and have a jolly good time meeting strong pioneering women and exchanging ideas for our bright future."
True Beauty Revealed Spiritual Growth & Life Transformation,1,"This Group Is For Women That Want To Release Stagnancy And Old Negative Energy. If You Are Seeking A Holistic Path To Wellness And Want To Experience A Transformational Shift In Every Aspect Of Your Being, Develop Your Own Personal Growth Strategy And Become More Aware Of The Sacred Places Within You, This Is The Healing Space For You.
We Offer Ancient Wisdom Healing Traditions, Sacred Practices And Powerful Intuitive Coaching For Modern Women. If You're Looking For Sustainable Transformation In Your Personal Life And Business, Please Join Us!"
San Francisco women & wine Meetup,1,"This group is for any woman who wants to make friends in San Francisco and have a good time. No judgment zone here... just good company and good wine! Events include weekly wine nights and anything else that sounds fun! Dinner nights, core power yoga, evening runs, concerts..... anything to get out and about and get to know each other. Feel free to suggest ideas!"
Confident Woman Entrepreneur Community,1,"Are you a woman entrepreneur who knows there is much more to your life than you have been living? Do you dream of making a big impact with your business, but you hold yourself back due to fears and lack of confidence? Do you know you were put on this planet for so much more than you are currently living? You are NOT alone! This group is for women entrepreneurs who have a big calling and are ready to step up and into that calling, to bust through those fears, build your confidence, and thrive. The world needs you and your message, so come be supported, empowered, and let your light shine like the brilliant woman you are. The more confidence you have, the bigger impact you can make, in the world and your bank account.
Watch this video on how Confidence and your income are directly related... 
I look forward to connecting with you!
With Purpose and Passion,
Erin Summ
www.erinsumm.com
Grab the FREE Report, 7 Secrets to Lasting Confidence for More Clients and Money in the Bank here... Get the Stand Up and SHINE 60-Day Confidence Discovery Journal here... "
100 Coffees Meets,1,Our meetups will be an extension of the online women's communities we have developed at 100coffees.org. Members and guests will meet monthly to encourage each other and share resources for personal and business development. We will provide quarterly training events to give members a chance to meet Ambassadors and Founders while learning skills relevant to their growth path.
Soroptimist International Saint Helena Sunrise,1,"Soroptimist International is an international organization for Women who want to improve the lives of Women and Girls locally and internationally. We provide Scholarships for young women from High School. We also Grant Scholarships to women who are heads of households under the Live your Dream Award. Our club sponsors an annual Woman's Film Festival called Lunafest where we support two local organizations supporting women and Girls in our community ( NEWS and Girls On The Run) We meet on the first Wednesdays of the month from 6 -7:30pm at 899 Adams St., Conference Room, where, every other month we have interesting speakers who discuss women's issues and opportunities to to empower women in our community."
Woke Women Rising: Retreat in Guatemala for Millennial Women,1,"Woke Women Rising is a week long travel retreat that focuses on personal development, self love and community building. We firmly believe in the transformative power of travel and the profound impact open dialogue can have on individuals and societies. Join us in this space as we take time to better ourselves in order to better our world.
Are you looking to dive deeper into defining what you really want in life and creating a concrete plan to work towards it?
Do you find yourself wanting to detach from certain beliefs, pressure, needs, the desire for material wealth, etc. that society has told you will make you happy and instead foster inner happiness?
Are you wanting to have more success in your relationships? It starts by heightening your own self-awareness, being honest with yourself about your wants, needs and expectations and becoming more confident and comfortable in communicating them to others. 
Do you want to stop giving so many f's and create your own happiness by being authentic and true to yourself. 
Do you want to deeper your own self-awareness and foster greater empathy for others by discussing important topics that are often deemed ""tabu"" in a comfortable and supportive environment. 
If any or all of these sound like things you're interested we would love for you to join us on this epic retreat open to 14 badass millennial women led by 3 other badass women. We will combine travel and adventure with organized workshop and activities to promote self-growth and development with the ultimate goal of creating healthier and stronger communities. 
It starts with you. Be the light. Be the change."
Woke Women Rising Travel Retreats for Millennial Women,1,"Woke Women Rising is a week long travel retreat that focuses on personal development, self love and community building. We firmly believe in the transformative power of travel and the profound impact open dialogue can have on individuals and societies. Join us in this space as we take time to better ourselves in order to better our world.
Are you looking to dive deeper into defining what you really want in life and creating a concrete plan to work towards it?
Do you find yourself wanting to detach from certain beliefs, pressure, needs, the desire for material wealth, etc. that society has told you will make you happy and instead foster inner happiness?
Are you wanting to have more success in your relationships? It starts by heightening your own self-awareness, being honest with yourself about your wants, needs and expectations and becoming more confident and comfortable in communicating them to others. Do you want to stop giving so many f's and create your own happiness by being authentic and true to yourself. Do you want to deeper your own self-awareness and foster greater empathy for others by discussing important topics that are often deemed ""tabu"" in a comfortable and supportive environment. If any or all of these sound like things you're interested we would love for you to join us on this epic retreat open to 14 badass millennial women led by 3 other badass women. We will combine travel and adventure with organized workshop and activities to promote self-growth and development with the ultimate goal of creating healthier and stronger communities. It starts with you. Be the light. Be the change."
M = Women,1,"We are finally beginning Home Delivery with our friends at Grubmarket.comFor you until May 15th, use Code ANNA25 to redeem 25% off of your orders!!!
We are reaching out to all Women in California.
From the Port of Oakland to the Port of Los Angeles.
We will offer our Members the following:
Education Training Employment Investment Donations
We started as Organic Farmers in Watts in our Seed Ministry - ACT SLOW.
We now own Beatrice Premier Foods/Cuppedia Corporation, USA.
We are USA Certified Organic Suppliers. As well as Accredited International Certified Organic Suppliers/Manufactures/Service Providers.
We import/manufacture/export globally.
Our goal is to empower women to join us on several levels...
1. Empowering women in real time to manage, control and develop our companies.
2. Encouraging Women to join us in our Ministries ""Think Tanks"", to create real products that are nurturing to all women, grown by women, that are safe and pure, that are packaged responsibly, that are designed by women that give women jobs to purchase Online, around the World, for Home Delivery.
3. Think Tanking with Women that become Professional Working Partners, that would like to take part of our companies revenue to invest in projects that create circular, safe housing communities for women and children that are surrounded with fresh, organic produce, growing abundantly for all to consume freely, daily - All over the World!
We are open to all suggestions for by our members investment circles.
Working in unision in the Realms of ""NAMASTE"", ""MA'AT"" AND ""The GODDESS ZONE"". Queens are encouraged to come learn in classes, designed for you. Come as you are!
A MATRIARCHAL PLATFORM.
All Genders are welcome to apply for Membership into the Ministry, as well.
For those that wish to simply donate to our Ministry - Email - annacarterstheseedlady@gmail.com for direction."
Become A Better You Holistic Fit Camp,1,"Local women who come together to unite in a sisterhood, from different areas in life with similar lifestyle and desired goals. Mindless powerful excercises followed my movement in the park. Out door camp in a non judgement loving zone. Women support and cheering one another on while becoming a better you."
AFWA East Bay Accounting and Finance Women's Alliance,1,"The Accounting and Financial Women's Alliance represents professional women in accounting and finance and provides them an opportunity for networking and continuing professional education (CPE) with peers at the local, regional and national level. We welcome job seekers as well as employed professionals, members of other chapters and guests. We welcome first timers with open arms!
Networking, continuing education and leadership opportunities are essential building blocks for professional women and AFWA East Bay provides ongoing opportunities for members to participate and develop powerful business skills.
With meetings conveniently located in San Ramon and Walnut Creek, AFWA offers a place for exchanging ideas, learning new skills and making great career and personal connections.
The Accounting and Financial Women's Alliance (AFWA) was formed in 1938 to increase the opportunities for women in all fields of accounting and finance. The first chapter was chartered in Indianapolis, Indiana. Members of The Accounting and Financial Women's Alliance and their companies benefit from practical resources and benefit programs that strengthen their professional growth. AFWA members tap into an extensive knowledge base of accounting and finance professionals with technical expertise to provide solutions for the most complex issues. Our members communicate both virtually and in-person through online discussion forums, national and regional conferences and chapter meetings."
AwakeXX - Women into crypto and the new world,1,"The new world is already here, just not evenly distributed. Join us, share and engage around cryptocurrency and decentralization and the Future!"
Bay Area Creative Technologist Meetup,1,"We are a movement of creative technologists embracing the inexorable link between creativity & engineering by instilling skills into the future of design engineers. This is a group for anyone who is interested in creative DIY projects, upcoming technology, science, math, & engineering topics, women in tech, innovation, fashion design, interior design, design thinking, & product design. All skill levels are welcome. We have access to a studio space with maker tools to make & create in San Francisco and we are willing to host our meetups around the bay area! We can host a variety of events such as parents & kids activities, wine & maker nights, and tech-related field discussions. We can meet once a week to discuss the following topics and create projects together!"
Working Mom's: From Survivng to Confidently Thriving,1,"This meet-up is for all hard working mommas, who are looking to improve themselves, empower themselves, learn and grow spiritually, emotionally and mentally and be around other like minded women, who support you. Topics discussed during our meet-ups: work/life balance, how to set powerful goals, unconditional love, manifestation, spirituality, career, life purpose, relationships and meditation, just to name a few.
We meet twice a month, every other Wednesday (usually the 1st and 3rd Wednesday, but check meet-up dates to double check), from 6:30-8:00pm, at Orgin Coffee and Tea in Rocklin, with some additional meet-ups once in awhile, on various days. Every meet-up will focus on a different topic, which will be posted, but we'll also allow time for conversation to flow and for other topics to be discussed. "
Resurface Women's Swim Adventure Group,1,"This group is for any woman who loves the water! Many of us meet weekly for outdoor lap swimming at the Folsom Aquatic center and we also venture out! Our activities include open water swim adventures, exploring new watering holes, hiking to various beautiful water destinations and much more! If you are female and are not afraid to get your hair wet or to seek adventure--come check us out."
"San Francisco ""Exchange clothing and make friends""  Meetup",1,"This is a meetup for exchanging or gifting pre-loved clothing with friends. Our desire is to make new friends and have a relaxed, fun girl's night out.
We created this Meetup to bring ladies together, share clothing that we don't use, and make new friends. When we get together we help each other explore different fashion styles, save money from swapping clothing with others, and help sustain the environment by our actions.
If you have clothing that you don't wear, want to make new friends and save money, but want to be fashionable, please join us. We will hold our Meetup 1-2 per month. See you there! :D"
Young Professional Women of Sonoma County,1,"Hello young professional women of Sonoma county! This is an open group for women who are looking to mix up their weeknights and weekends with some great company and fun activities. The goal of this group is to build a fun and confident network of women to share ideas with but also take a break from our busy lives. If you are new to the area or looking to make new friends while networking and enjoying the company of like minded women, please join us."
Sacramento Pure Romance Women's Group,1,"A fun group of women who are interested in Pure Romance events. We do fun activities to bond and empower each other. All women 18+ are welcome. We will have different activities such as Paint nights, make up tutorials, movie premiers, bowling, vision boarding, karaoke, and more. Basically just a good time! See you there"
Navigating Crossroads:Women in Transition,1,"This group, led by two experienced and certified women coaches, is designed for women who are going through or anticipate going through any type of transition be it changing jobs, finding a new career, going back to work, empty nesting, beginning or ending a time of caregiving, etc.
We both have experienced several of our own transitions and we know how they can be challenging to navigate, but we also want to let you know that they can also lead to significant personal growth! Our goal is to provide you with a safe environment filled with exploration, learning, support and community. 
Please stay tuned as we are in the process of securing a space for us to meet. We have lots of exciting things in store for you!
Please note: We will be charging for our events! Costs will be TBD. 

About Us!
Carol Coe Pugh, CPCC, ACC is a classically trained musician with degrees in Chemistry and Computer Science, a fiber artist, hiker, project manager, widow, and mother. Carol believes that you have the power to change your life and she has dedicated her career to doing just that. Tracy Irvine, CPCC, ACC is a former Restaurant Manager, Portrait Photographer, Accountant, Corporate Recruiter, sci-fi lover, avid reader, and cat mom. Her focus is empowering women to find their voice so they can be become the badass feminine leaders they were born to be. "
Awaken Your Feminine Essence Circle,1,"Do you want to meet a group of women where you can grow, learn, share, have fun and transform with?
Join the Awaken Your Feminine Essence Circle where you can:*Access your divine feminine*Meet other supportive women who get you*Participate in transformational rituals and dancing*Make fun things like flower crowns, herbal elixirs, organic chocolates and more
Hope to meet you soon!"
Women's Startup Lab Silicon Valley,1,"Join the anticipated Women's Startup Lab Speaker Series featuring: Investor's Insight, Founder's Wisdom, and Open Office Co-Working every Wednesday at the Wslab Accelerator Hito House in Menlo Park. For Investors, founders, and Wslab enthusiasts!"
Own Your Voice: Women (Communication + Public Speaking),1,"This is a group for any woman who is interested in fostering communication, leadership, or public speaking skills. We help each other minimize self-doubt, build confidence, and trust our voices, opinions, wisdom, education, and intuition, in order to speak up in a clear, comfortable, and effective way.
Each meeting has two parts: - A guided conversation on a specific topic, prompted in advance. - An open forum to discuss individual or specific challenges, topics, ideas, etc.
Topics for guided conversation include ideas such as: - What does it mean to have a voice? - How to choose the right words. - How to communicate calmly when I'm upset. - Developing healthy vocal habits. - Non-verbal communication and active listening.
When we meet: First Wednesday of each month. Where we meet: Cafes in and around Mountain View. "
No. California ERG Network (NCEN) Meetup,1,"Employee Resource Group (ERG), Business Resouce Group (BRG), Human Resources (HR), and Diversity and Inclusion (D&I;) professionals. Meet, network and share best practices. Gain tips on retention, event planning, member tracking and growth, recruiting volunteers, avoiding burnout, and overcoming challenges. Let's meetup!"
Elite Referrals,1,"The mission of Elite Referrals is: To Inspire the growth and prosperity of your business, Elite Referrals provide a venue for the development of person to person contact and the opportunity to share and distribute leads and referrals."
"Soroptimist International St. Helena Sunrise, Service Club",1,"Women wanting to improve the lives of women and girls. Main beneficiaries are Girls on the Run, NEWS and more."
Corporate Women's Mixer,1,"""A Successful Career is built upon Great Relationships. Period.""
Hate the term ""networking""?We've met many women who cringe at the thought.
However, building relationships (a better word than networking!) is essential to your success in Corporate America. Get together with like-minded women in a relaxed atmosphere at Sonesta's 'Brandon Lounge' in Silicon Valley on March 15 from 5:00-7:00 PMDrinks & Appetizers are on us!
Please pass this on to others!Corporate Women's Mixer is $30 for the night.Only $20 for Platinum Exchange Alumnae & Current Participants."
Babson Connect,1,Babson Connect brings together our community in the Bay area to build and enhance relationships and learn from each other. Alumni from local area companies will be in attendance for networking opportunities with students. 
Grow Your Network! (San Francisco),1,This meetup is dedicated to meeting other interesting professionals in San Francisco
Female Life Coaches - East Bay,1,"This is a monthly networking group for female Life Coaches. Executive and Business coaches are welcome, but this is a group of coaches more geared towards health and fitness in the physical, psychological and spiritual realm. We will start meeting at my home in Martinez, but as the group grows, we will find a non-residential location to gather, probably in Walnut Creek/Lafayette/Orinda (closer to the tunnel). We will meet monthly. In odd months, it will be a daytime meeting; in even months it will be an EVENing meeting. There is no fee to attend. Be prepared to talk about the service you offer and what value you add to your clients' lives. Business cards, flyers and other materials may be exchanged. If you've got a book to sell, bring it."
Women Who Walk - Sacramento,1,"Walking is an enjoyable way to get exercise and stay in shape! This group is for women of all ages who are interested in walking regularly for fitness!
Most of our walks will be in the East Sac and Arden areas, with other location suggestions welcome. We do 1-1.5 hour fast paced walks, I hope you will join us!
Kind Regards,
Brandi
ATTENDANCE POLICY - PLEASE READ: 
RSVP cancellations within 24 hours of an event are not tolerated and will result in your removal from the group; event no-shows are also not tolerated and will result in immediate removal. Thanks for understanding!
FYI - This group is capped at 50 members. There are always ladies waiting to get into the group. Because of this, I kindly ask that you stay active in the group. If you are not attending events at least once per month, there is a chance that you may be removed from the group to make room for new interested members. Please do not take this personally, and feel free to rejoin if you are able to start attending once per month!"
San Francisco Women Entrepreneurs In Tech and Allies,1,"This meetup is for all the entrepreneurs that are looking to have an RIO, find business partners, talent, or learning about new tech and how it can be implemented in their business. Topics will include Business Models, Social Media, Marketing, Sales, Branding, Networking, Funding and more."
Valley Tradeswomen Meetup,1,"Networking with women in all construction trades in Stockton, CA and surrounding areas"
Scarlet Wenches of Tortuga & Friends,1,"We are the Scarlet Wenches of Tortuga - an official chapter of the Red Hat Society. If you are looking for a new way to be a Red Hatter - create your pirate hat and come play with us. It was decided recently to include our men as part of our team when we do major events. They have convinced us that our ""customers"" are needed to do some of the heavy work so we can save our energy for fun & frolic. Our next major event will take place at the Roseville Berry Fest on Mother's Day Weekend. We will be part of the Rogues of the Golden Coast Adventure Faire. Tortuga will be found at the Race Track area. We are looking for ""WENCHES"" who want to be part of the event. workers and actors. We entertain guests since we are a hospitality group. Come play and perhaps you will want to stay - we are RED HAT pirates and our attire reflects who we be. ARRRGH!"
Business Women's Community Dublin,1,"If you are in business and or looking for empowering women at BWC we have created a community of inspired women entrepreneurs, is all about community. We are here to support each other in our business endeavours. We collaborative with women within a process that helps us with little shifts to achieve great results in our business. Join us and experience what it feels like to be part of a community of like-minded business women who wants to make a difference."
brunchwork,1,"Each week, brunchwork hosts brunches & dinners with startup founders, investors, CEOs & execs from companies like Spotify, Slack, Facebook, Google, Airbnb, and more. At events, getting business and career advice, building skills, and making new connections is as easy as going to brunch with friends."
South Bay let's Build Residual Income!,1,A Free event... attend a Presentation of the Business Plan Bring a Guest for Free Learn how you can become Financially Free by earning Risidual Income thru Collaborative Commerce! Check in at security's first check in at the front desk for a guest pass.
Bay Area Divas of Color,1," 
Are you a female of color who would like to be involved in fun activities, increasing your social circle and developing new friendship?  If you answered ‘YES” then you have come to the right place.   Bay Area Divas of Color (BADC) is a group for women of color primarily between the ages of mid 30's to mid 50's that are interested in meeting positive and intelligent women of color who are also trying to build new friendships?  Activities include but not limited to ... dinning, dancing, game nights, pot lucks, spa days, wine tasting, plays, musicals, concerts, & retreats. This group is member driven and everyone ideas are good ideas.  We meet up at various locations around the Bay Area but we are based in the East Bay.
 "
Belle Noire,1,This group is for young African-American women living in the Bay Area who want to meet up for a variety of activities
Northern California Black Lesbians (NCBL),1,"THERE HAS TO BE AN ACTUAL PICTURE OF YOURSELF for approval to join this group. This is a private group and only other members can see each other. This is a group for women of African Descent 35 years of age and older who love women. It's for anyone new to the Bay Area or not.  If you're looking for a way to meet women close to your age group for friendship and socialization.
This group was started because many women over the age of 35 have shared their desire to meet other women 35 and over who share similar interest in dining out, dancing, game nights, potlucks, spa days, wine tasting, plays, musicals, concerts, retreats, traveling outside of California and the US, camping, & hiking. This group is member driven and everyone's ideas are good ideas.  We will meet up at various locations around the Bay Area.  The group and events listed are member driven so member participation is important.
I and many of the women in this group believe that this group is much needed because there is a generations of women (35 years old and over) who are no longer interested in going to the bars, who are single or in a relationship, looking for a way to increase socializing with other black lesbians, women with maturity, with careers, women who want to be social and develop new friendships.
Let's make this a fun and social experience by attending as many events as possible and spreading the word.
You can contact me directly if you have any questions or comments.  I look forward to meeting you soon. For admission into this group you must post a picture of yourself. This is a closed group so only members can you your picture."
Northern California HBCUC Alumni & Students,1,"If you have attended, are currently attending, or are a supporter of Historically Black Colleges and Universities, this is a group for you. Of the 105 recognized HBCU's, we have over 25 active HBCU alumni chapters represented, and we are looking to add more members and to be a hub for HBCU Alumni activities in the Bay Area. The Historically Black Colleges and Universities Alumni Coalition serves as the guiding force of the HBCU alumni chapters in Northern California through scholarship and fundraising events, family day actives, and community outreach. One of our most critical functions is to support, encourage, mentor, educate and prepare the next generation of young minds for the future. The main function of this organization is to promote and preserve Historical Black Colleges and Universities (HBCU) by supporting their respective alumni chapters in Northern California through sponsorship of educational, economic, political and social activities. Join the coalition, or just join the meetup group to learn about what is going on with HBCU Alumni throughout the Bay Area."
Black Moms of San Francisco,1,"Black moms are diverse: we are professionals, we're stay at home moms, we're biracial/multiracial, we have children of all shades, we are gay, we are straight, we are partnered, we are single, and most of all, we LOVE our kids!! Awesome Black Moms Unite! This is a group for Black/African American moms living in San Francisco. This group will provide a fun and relaxed space for Black mothers of infants and toddlers to get to know each other. If you're a working or stay at home mom, this group is for you. If you're an expecting mother, please join too! Picnics in the park, brunch at kid friendly restaurants, play dates throughout the city, mommy and me yoga, baby music class, and more!! We are a multi-cultural group.  All parents of Black children are welcome to join."
Black Professionals in Solano County,1,"Calling all motivated energetic professionals! Tired of driving 45+ minutes to find other professionals like yourself? Then you are not alone. This group is for diverse professionals who live in and around Solano County. We'll do anything from dinners, dancing, movies, hiking, site seeing, etc. If there is something you want to do then just post it. If you want to be a part of a fun and supportive atmosphere then please join! Please provide a photo of yourself when you join so that we can recognize you at the meetups. Also, if you RSVP yes to an event then please plan to attend or change your RSVP as a courtesy to the other members. I look forward to meeting you!!"
Black2Asian - SF Bay Area Fun events and cultural exchange!,1,
Black Humanists and Non-Believers of Sacramento (BHNBS),1,"The Black Humanists and Non-Believers of Sacramento is an outreach and educational community group for African American atheists, humanists, non-believers, skeptics, agnostics.
BHNBS is also for those who are questioning their religious beliefs and are seeking information on atheism/humanism/etc. in a supportive and judgement free environment. 
We hold educational forums and socials for the community. We welcome all members, regardless race, gender, or sexual orientation! 
 
 
 "
Oakland/Bay Area & Beyond - Chicago Steppin Meetup,1,"This group was created by natives of Chicago who are ambassadors of the dance known as Chicago ""Style"" Steppin. Since 2003, we have been working to bring the culture of Chicago and the love of Steppin to the communities of Northern California & beyond. We are dedicated and committed to the continued evolution and development of the Chicago Steppin dance, culture and lifestyle. Steppin is the ""jazz"" to ballroom dance style - a partner dance that originated in Chicago in the 70's evolving from the Lindy Hop, Jitterbug and the Bop. If you love the music and smooth sounds of R&B;, Jazz, Neo-Soul and classic dusties with soul, then Chicago Style Steppin' is for you! If you are a Chicago or Midwest native and are looking to reconnect with your roots and feed your dancing passions, you've found the right group! Whether you are a novice or an expert of the dance, or looking to get your Step on while visiting the Bay Area, this is the group for you!
If you are planning a trip back to the Mecca of Chicago or taking a vacation or cruise, getting married and need a First Dance, need to revive your basics, then this group is for you!
If you are married or single and have two feet - left and right (or two left), then this group is for you!
If you are health conscious and would love to lose weight while dancing and having FUN, then this group is for you!
Join us to connect with others who enjoy Chicago Steppin' for the love of the music or you want to learn how to dance, Meet new people, enjoy adult interaction in a mature environment and become part of a vibrant new friendly community of adults in their 30+/40+/50+ and so on age groups of singles and couples, then this group is for you.  This group offers both instruction and monthly dance sets and theme parties at locations in the Bay Area & beyond. Instruction is provided by qualified professionals of the dance teaching all levels with the goal of getting beginners on the dance floor with our ease of learning techniques and to further develop and refine skills of intermediate and advanced dancers.
Tell a friend, bring a friend and join us on the floor! Have fun for a Healthier U!!!
Steppin is a Journey, not a Destination..."
Earth Mama Healing Gathering,1,"The mission of Earth Mama Healing Gathering is to assist and provide safe healing space for women and girls of the African Diaspora to gather to connect, release and heal. By conducting ceremonies, ritual work, workshops and retreats that will facilitate positive life changes. We also work with boys and men of African Diaspora."
Awkward Black People,1,"1- 
  Whether you feel awkward about going to events where you might not know many people, or awkward about going places where there aren't many black people - welcome to the group. Let's get out of our comfort zones and enjoy some off-the-beaten-path events together. 
 ............................................................................  PLEASE NOTE:  - Most meetups will take place in either San Francisco or the East Bay (Oakland, Berkeley).  - Please only RSVP to meetups where you plan to show up; it makes life easier for everyone if we know how many people to expect, and aren't looking around for, or trying to save space for, no-shows.  Regards, Alessandra (group organizer)"
Bay Area Black Theatre Meetup,1,"This group is for anyone interested in seeing/supporting African American theatre in the Bay Area. We are three blacktresses who would like to cultivate our theatre community and aide in its prosperity as a whole: both artists and audience members alike. If you are an artist performing/working in the Bay, we want to know...and support. Check out our FB Group:  If you are interested in seeing theatre about the African American experience...please join our next production Meetup!!!"
Brown in the Bay,1,"Brown in the Bay is a group for black professionals and creatives who crave COMMUNITY and COLLABORATION! Our aim is to Celebrate each other's stories while Exchanging Skills, love and Social capital! Let's get together!"
